date,open,high,low,close,volume
2025-01-17,193.0,193.16,188.79,192.05,8115101.0
2025-01-21,194.74,195.22,190.82,192.87,7959064.0
2025-01-22,196.825,200.55,195.325,195.51,7288595.0
2025-01-23,190.13,191.2,187.79,190.7,6307345.0
2025-01-24,190.89,191.275,185.61,186.75,6088398.0
2025-01-27,179.55,179.56,170.4201,174.57,12150238.0
2025-01-28,173.75,174.83,170.0,172.85,7360510.0
2025-01-29,180.0,180.21,173.78,175.28,5679925.0
2025-01-30,179.395,183.27,177.46,181.72,6013770.0
2025-01-31,182.585,186.44,180.0612,180.35,5902833.0
2025-02-03,175.32,180.25,174.24,178.8,5321278.0
2025-02-04,175.47,179.3,175.45,178.56,4687114.0
2025-02-05,176.73,181.01,175.28,180.67,3959496.0
2025-02-06,179.61,183.08,178.56,182.8,4479079.0
2025-02-07,183.14,183.54,178.73,180.0,4991954.0
2025-02-10,182.86,184.03,181.42,183.66,5744135.0
2025-02-11,181.795,183.58,181.09,183.2,3913262.0
2025-02-12,179.42,181.53,178.29,180.89,6640831.0
2025-02-13,180.31,184.5175,179.62,184.27,10302003.0
2025-02-14,174.84,176.0,168.61,169.2,12452812.0
2025-02-18,171.79,173.76,169.1,172.0,10704879.0
2025-02-19,172.305,174.9,171.13,174.06,5797047.0
2025-02-20,175.14,178.37,174.5,176.01,6687264.0
2025-02-21,176.13,176.25,170.6,171.98,7365350.0
2025-02-24,173.77,175.23,168.34,168.57,7126206.0
2025-02-25,168.12,169.68,164.45,165.54,8570278.0
2025-02-26,167.38,170.25,166.42,168.51,5048546.0
2025-02-27,170.25,170.57,156.375,156.64,9543635.0
2025-02-28,157.29,160.05,153.9513,158.07,9427575.0
2025-03-03,159.73,160.32,150.67,152.13,9259111.0
2025-03-04,153.06,156.23,149.55,152.87,8538627.0
2025-03-05,153.135,155.87,150.0,155.32,5859954.0
2025-03-06,151.54,154.05,149.605,151.54,6967778.0
2025-03-07,151.46,156.3474,150.19,155.68,5537838.0
2025-03-10,152.42,154.45,147.88,149.99,8008387.0
2025-03-11,148.97,150.5106,145.37,146.99,7739928.0
2025-03-12,151.72,151.72,148.44,149.06,8482229.0
2025-03-13,148.89,153.0588,148.37,149.95,5702173.0
2025-03-14,152.13,156.5007,152.13,155.66,5138783.0
2025-03-17,152.95,157.21,152.84,155.46,4764341.0
2025-03-18,154.32,154.94,151.81,153.51,4282336.0
2025-03-19,153.18,157.075,152.79,154.46,4426507.0
2025-03-20,152.225,155.615,151.68,154.38,5480259.0
2025-03-21,150.294,152.19,149.01,152.12,15911326.0
2025-03-24,155.5,156.27,154.6,154.95,5855208.0
2025-03-25,154.84,154.95,152.52,153.64,5093720.0
2025-03-26,153.14,153.99,149.51,150.68,4853836.0
2025-03-27,149.83,149.9024,146.94,147.68,6933790.0
2025-03-28,148.8,149.8,144.12,145.06,7714957.0
2025-03-31,142.772,145.68,141.16,145.12,7116271.0
2025-04-01,144.1,146.11,141.8,145.66,5869458.0
2025-04-02,144.03,149.31,143.84,147.75,4904772.0
2025-04-03,141.0,141.87,135.4,135.51,11779640.0
2025-04-04,129.11,132.46,123.94,126.95,15563959.0
2025-04-07,124.97,141.57,123.7365,132.85,18941906.0
2025-04-08,138.405,140.7,127.5,128.96,16423697.0
2025-04-09,129.58,150.9641,128.6,149.73,20667253.0
2025-04-10,142.23,143.805,133.49,138.24,16290727.0
2025-04-11,138.57,146.23,135.5,144.94,10617191.0
2025-04-14,146.88,147.7,142.14,144.53,6835897.0
2025-04-15,144.97,147.045,144.24,145.45,5259919.0
2025-04-16,137.82,141.08,134.35,138.19,9279103.0
2025-04-17,138.99,139.65,136.94,137.46,6494838.0
2025-04-21,135.13,136.015,132.8,135.555,8395304.0
2025-04-22,137.18,139.08,136.32,138.3,5222697.0
2025-04-23,144.845,147.83,142.74,143.58,7994300.0
2025-04-24,147.61,150.4,145.35,150.17,7609178.0
2025-04-25,148.2,152.61,147.87,151.55,4805247.0
2025-04-28,150.79,151.87,147.51,150.79,7052725.0
2025-04-29,149.0,151.065,147.905,149.55,5721316.0
2025-04-30,145.97,151.04,144.71,150.71,7273648.0
2025-05-01,151.64,152.28,148.74,148.96,6731978.0
2025-05-02,152.79,156.695,152.685,155.1,6083227.0
2025-05-05,154.11,156.64,153.845,154.61,4069314.0
2025-05-06,152.002,154.48,151.9,153.03,3471702.0
