date,open,high,low,close,volume
2025-01-29,727.155,728.4551,704.6048,712.65,4971530.0
2025-01-30,740.1,745.59,730.575,736.99,2745560.0
2025-01-31,748.09,754.6,737.77,739.31,2127326.0
2025-02-03,719.13,735.445,717.915,731.055,1647169.0
2025-02-04,736.9,742.69,729.275,731.41,1496994.0
2025-02-05,729.24,743.21,722.4,742.59,1251740.0
2025-02-06,737.69,742.4099,735.0075,739.13,1120244.0
2025-02-07,739.05,742.32,723.745,727.7,1312394.0
2025-02-10,736.72,745.56,735.88,744.08,986103.0
2025-02-11,744.67,753.485,743.875,752.98,1096746.0
2025-02-12,738.35,756.79,733.56,756.17,1077846.0
2025-02-13,754.77,776.99,752.75,776.99,1674122.0
2025-02-14,778.22,778.355,748.68,751.55,2047268.0
2025-02-18,757.44,758.93,738.6,744.22,1715357.0
2025-02-19,743.955,752.87,741.69,744.8,1457873.0
2025-02-20,751.35,755.505,740.42,743.09,1185949.0
2025-02-21,744.15,745.705,733.2,737.21,1472315.0
2025-02-24,746.13,750.8799,734.7,735.96,1471150.0
2025-02-25,732.19,738.98,726.21,730.19,1691183.0
2025-02-26,743.82,753.7699,738.91,746.93,1401441.0
2025-02-27,743.42,744.7965,696.91,697.7,2342831.0
2025-02-28,706.82,713.5,697.51,709.08,1773419.0
2025-03-03,722.045,732.3475,692.4759,699.86,2284110.0
2025-03-04,698.27,721.3,692.69,708.22,2044726.0
2025-03-05,731.62,740.55,719.3001,739.75,1754290.0
2025-03-06,718.85,731.17,711.0,714.84,1427928.0
2025-03-07,726.16,734.0,715.5001,732.22,1426613.0
2025-03-10,697.98,699.0,676.0001,683.11,2321496.0
2025-03-11,698.82,701.9999,681.255,690.21,1616844.0
2025-03-12,704.14,708.2999,696.7375,703.37,1306300.0
2025-03-13,697.84,705.3,688.26,694.59,1399468.0
2025-03-14,707.68,720.03,705.36,714.0,1367524.0
2025-03-17,718.05,734.545,717.2101,730.33,1423286.0
2025-03-18,729.9,734.19,719.99,731.11,1007257.0
2025-03-19,729.11,746.75,725.06,734.91,1080488.0
2025-03-20,725.01,735.395,724.2317,734.06,1282411.0
2025-03-21,711.79,721.355,711.21,716.22,1967217.0
2025-03-24,728.03,731.9455,726.34,727.84,1104367.0
2025-03-25,732.06,735.0,725.42,726.74,1244301.0
2025-03-26,715.9,719.99,702.235,705.76,1270018.0
2025-03-27,698.49,702.48,689.0,690.63,1285455.0
2025-03-28,685.13,687.44,672.05,674.58,1393008.0
2025-03-31,660.26,665.16,652.88,662.63,1684953.0
2025-04-01,664.57,670.64,656.35,667.34,1212618.0
2025-04-02,664.385,676.3872,660.8303,669.01,1119008.0
2025-04-03,649.53,650.9653,622.82,623.22,2877114.0
2025-04-04,621.95,626.38,597.69,605.55,4016981.0
2025-04-07,586.5,652.8461,578.51,615.84,4179143.0
2025-04-08,632.02,637.9,582.89,595.37,2585227.0
2025-04-09,618.02,692.29,606.865,687.26,3866703.0
2025-04-10,656.165,661.66,627.63,649.55,2989944.0
2025-04-11,656.06,672.0,651.39,668.81,2163570.0
2025-04-14,676.44,680.025,662.73,672.87,1574032.0
2025-04-15,679.38,687.525,676.69,683.16,2105587.0
2025-04-16,647.0,653.13,624.165,634.93,4028280.0
2025-04-17,644.36,647.66,636.93,640.16,1439852.0
2025-04-21,632.0,633.66,614.062,624.69,1555135.0
2025-04-22,638.81,645.61,631.0,638.69,1967022.0
2025-04-23,664.245,666.492,654.795,657.98,1849690.0
2025-04-24,666.53,678.32,662.5601,675.0,1770710.0
2025-04-25,666.895,681.75,664.59,677.27,1281108.0
2025-04-28,672.17,674.44,661.08,672.76,1008014.0
2025-04-29,665.605,673.63,663.0,666.11,1104016.0
2025-04-30,657.59,669.5,651.46,668.08,1042119.0
2025-05-01,675.15,675.15,662.46,666.72,1066308.0
2025-05-02,686.32,695.0,685.6,690.33,1215548.0
2025-05-05,685.0,690.42,682.73,683.36,903997.0
2025-05-06,676.31,686.365,675.5,679.99,765138.0
2025-05-07,685.78,701.96,683.455,700.39,1042544.0
2025-05-08,711.115,716.81,705.7044,708.03,1040537.0
2025-05-09,709.21,710.51,703.9,706.21,884243.0
2025-05-12,730.42,750.52,729.38,750.2,2571454.0
2025-05-13,745.26,764.87,744.54,763.9,1815615.0
2025-05-14,765.0,773.7,764.27,768.91,1156129.0
2025-05-15,763.67,767.0,755.21,758.36,1510982.0
2025-05-16,752.88,753.445,742.21,748.1,1095121.0
2025-05-19,739.73,750.0,737.27,749.13,977869.0
2025-05-20,745.63,748.98,741.3,748.76,777181.0
2025-05-21,749.01,755.7894,735.49,737.17,1058736.0
2025-05-22,736.315,747.21,734.15,740.7,863926.0
2025-05-23,724.6,735.99,722.52,732.49,1525225.0
2025-05-27,751.365,761.21,749.95,756.79,1385099.0
2025-05-28,752.14,756.39,744.81,746.51,1243956.0
2025-05-29,757.83,759.55,744.84,747.065,1166416.0
2025-05-30,745.01,745.96,723.0,736.77,1785806.0
2025-06-02,733.29,746.95,732.66,746.53,812602.0
2025-06-03,732.66,748.55,732.2,747.25,1085080.0
2025-06-04,751.18,752.77,740.41,742.78,1160375.0
2025-06-05,754.13,756.46,744.0,747.76,1507318.0
2025-06-06,756.055,762.1,752.8,753.02,1345389.0
2025-06-09,757.06,782.2,757.06,770.2,1769425.0
2025-06-10,779.11,788.29,776.49,784.97,1715548.0
2025-06-11,790.05,797.25,780.69,784.09,1365886.0
2025-06-12,785.44,789.57,782.34,786.21,999568.0
2025-06-13,766.89,772.93,759.87,761.0,1742859.0
2025-06-16,766.37,779.19,765.975,775.23,1454490.0
2025-06-17,766.78,773.21,758.21,759.86,1422774.0
2025-06-18,764.73,768.0,754.24,761.64,1372544.0
2025-06-20,768.365,769.0145,736.2532,756.53,2303859.0
2025-06-23,761.26,780.75,759.805,779.72,1302753.0
2025-06-24,786.11,813.46,786.11,813.36,2039644.0
2025-06-25,816.745,819.54,806.22,815.24,1400090.0
2025-06-26,799.76,800.88,786.495,798.09,1705753.0
2025-06-27,802.94,805.49,788.4501,795.95,1201022.0
2025-06-30,796.48,802.44,794.0418,801.39,1080826.0
2025-07-01,788.05,795.5,782.535,790.47,1066115.0
2025-07-02,776.24,800.5,772.86,799.59,1382989.0
2025-07-03,786.965,798.525,786.61,794.5,910715.0
2025-07-07,785.455,793.49,783.8,785.09,1363742.0
2025-07-08,782.655,798.39,778.73,794.1,1327752.0
2025-07-09,792.91,800.895,792.47,799.83,1334286.0
2025-07-10,808.93,811.1,798.0,802.09,1500053.0
2025-07-11,797.07,803.19,796.5201,801.93,932666.0
2025-07-14,797.62,812.771,789.865,806.73,1456895.0
2025-07-15,822.975,826.56,814.21,823.02,2099641.0
2025-07-16,754.36,760.8999,730.6,754.45,10789554.0
2025-07-17,746.815,756.85,742.0,744.91,4078476.0
2025-07-18,752.08,752.09,734.33,734.58,2567221.0
