date,prediction,position,asset_return,strategy_return,cost,equity,buy_hold_equity
2024-02-01,0.028352197237371608,0.0,0.007566024268379712,0.0,0.0,1.0,1.0075660242683797
2024-02-02,0.027144708505631915,0.0067128133089475696,0.0086426749787476,4.794744365882369e-05,1.0069219963421355e-05,1.0000479474436588,1.0162740899357603
2024-02-05,0.02683744206503161,0.013223524763920325,0.009130495856159548,0.00011097127087833856,9.766067182459133e-06,1.000158924035326,1.025553176302641
2024-02-06,0.026922849893024126,0.01974392335571333,0.002923162583518879,4.7934100117596205e-05,9.780597887689508e-06,1.000206865753324,1.028551034975018
2024-02-07,0.025585254529202024,0.026369252507437352,0.009993060374739793,0.0002535715386159941,9.937993727586033e-06,1.0004604897472076,1.0388294075660245
2024-02-08,0.025835853877951696,0.032745901699395986,0.0025422564243506862,7.368350517850754e-05,9.564973787937952e-06,1.0005342071828847,1.0414703783012136
2024-02-09,0.022293815166528723,0.03926675169575523,0.02117743814680284,0.0008217879302681829,9.78127499453886e-06,1.001356434118168,1.0635260528194148
2024-02-12,0.02097399172438404,0.044964535290346,-0.009865771812080482,-0.00045215652020267976,8.546675391886157e-06,1.0009036642774345,1.053033547466096
2024-02-13,0.0250751635726196,0.05039208328172264,-0.01620009489595342,-0.0008244978531557597,8.141321987064968e-06,1.000078421355022,1.0359743040685228
2024-02-14,0.021742407604147102,0.05692525496059244,0.005511919525974962,0.00030396766682008785,9.799757518304696e-06,1.0003824128593986,1.0416845110635264
2024-02-15,0.017863865330725707,0.06257435052646447,-0.021721255310401477,-0.0013676670870166978,8.473643348808045e-06,0.9990142227589004,1.0190578158458248
2024-02-16,0.021786640572500477,0.06727323546141625,-0.015759613364152103,-0.0010672485080299144,7.0483274024276746e-06,0.9979480263201603,1.0029978586723773
2024-02-20,0.020184635888492165,0.07291743236294422,0.004269854824935804,0.00030288055504455556,8.466295352291952e-06,0.9982502853722777,1.0072805139186298
2024-02-21,0.01895680293436723,0.07813730547524218,0.010133219954648665,0.0007839526933757554,7.829809668446944e-06,0.9990328663721584,1.0174875089221989
