date,prediction,position,asset_return,strategy_return,cost,equity,buy_hold_equity
2024-01-26,0.0636232725949418,0.0,-0.01289237668161436,-0.0,0.0,1.0,0.9871076233183856
2024-01-29,0.06395586764883249,0.010389086296619165,0.011584327086882507,0.00010476694434895652,1.558362944492875e-05,1.000104766944349,0.998542600896861
2024-01-30,0.06716562023055743,0.02085502843776678,-0.032670932974065314,-0.0006970521494742258,1.569891321172142e-05,0.999407641766851,0.9659192825112107
2024-01-31,0.07073622740649846,0.03193048479454215,-0.0047585886722376625,-0.00016855722777752824,1.6613184535163055e-05,0.9992391843853351,0.9613228699551569
2024-02-01,0.07610355898563687,0.04314229784438597,-0.0016326530612245094,-8.725412421866202e-05,1.6817719574765728e-05,0.9991519966454167,0.9597533632286995
2024-02-02,0.06656102472047976,0.05533058423079975,0.010162364209788555,0.0005440071193141497,1.8282429579620674e-05,0.9996955424448687,0.9695067264573991
2024-02-05,0.06682578723202474,0.06610521635329387,0.005781683626272072,0.0003660374988172708,1.616194818374119e-05,1.000061468500804,0.9751121076233185
2024-02-06,0.0920395277635617,0.07701742776768575,-0.027362612094734562,-0.0021237663176630114,1.636831712158781e-05,0.9979375716384095,0.9484304932735426
2024-02-07,0.07870910736823776,0.09218686605548268,0.006737588652482307,0.000598363025211631,2.27541574316954e-05,0.9985347005827473,0.9548206278026906
2024-02-08,0.07892297517155464,0.10483593121681337,-0.003404954796289883,-0.00037593520456220093,1.897359774199603e-05,0.9981593162358212,0.9515695067264573
2024-02-09,0.0753650826149765,0.1176463998611104,0.008011310084825807,0.0009232860866843177,1.9215702966445557e-05,0.9990809028447961,0.9591928251121077
2024-02-12,0.07330568396903325,0.12999708098641607,0.0016362786348760316,0.00019418542452636332,1.8526021687958506e-05,0.9992749097940513,0.960762331838565
2024-02-13,0.10416932886104699,0.14211411840036195,-0.04865810968494755,-0.0069331799170253535,1.8175556120918814e-05,0.9923467570578799,0.9140134529147981
2024-02-14,0.09141043139000779,0.1595635269110035,0.003679627131117247,0.0005609601699925231,2.6174112765962336e-05,0.9929034240634106,0.9173766816143495
2024-02-15,0.11081921790787418,0.17342202010889846,-0.0024440914090186894,-0.00044464700927966753,2.0787739796842424e-05,0.9924619325253972,0.9151345291479818
2024-02-16,0.11346686522980302,0.19045725470415265,-0.026093348033811026,-0.004995220284452529,2.5552851892881285e-05,0.9875043665484994,0.8912556053811657
2024-02-20,0.10822220794604874,0.20812990762346334,0.015220125786163496,0.0031412543945127346,2.6508979378966043e-05,0.9906063689795203,0.9048206278026903
2024-02-21,0.1140611650959485,0.2247162132204223,0.00966422995911298,0.0021468297017077868,2.4879458395438425e-05,0.9927330321551464,0.9135650224215245
2024-02-22,0.07807278179718873,0.2423783371738626,0.05423978402257945,0.013120055474132086,2.649318593016045e-05,1.0057577446080255,0.9631165919282509
2024-02-23,0.06921128611427535,0.25460981022391976,0.0010476079618204626,0.00024838405477308964,1.834720957508576e-05,1.0060075587947508,0.9641255605381164
2024-02-26,0.037948876219152404,0.2651627541083133,0.04023255813953486,0.01065234650527531,1.582941582659031e-05,1.0167238998979586,1.0029147982062778
2024-02-27,0.028990535347697678,0.2710290750285034,0.026715850659512652,0.007231972811467061,8.799481380285107e-06,1.0240768194987895,1.029708520179372
2024-02-28,0.045702057936380706,0.2754713126237873,-0.023298856831791004,-0.006424830030480088,6.663356392925924e-06,1.017497299995355,1.0057174887892375
2024-02-29,0.049020673529090335,0.2825008305752223,0.010032326385018386,0.0028235962594422587,1.0544276927152458e-05,1.0203703015656147,1.0158071748878923
2024-03-01,0.04692255308028838,0.2899717954308006,0.05010484493985223,0.014517785399707448,1.120644728336745e-05,1.035183818631979,1.0667040358744395
2024-03-04,0.05066131082990627,0.29721215597311923,0.006516027325275786,0.001925781988911496,1.0860540813477954e-05,1.0371773569851133,1.0736547085201793
2024-03-05,0.04113662447408279,0.2944858509773225,-0.01357418815913125,-0.004001495808861756,4.0894574936951035e-06,1.033027096138091,1.059080717488789
2024-03-06,0.029379707898135102,0.2903269743623109,0.011538054408807064,0.0033435701116141595,6.238314922517363e-06,1.036481094661226,1.071300448430493
2024-03-07,0.027778956190382315,0.2837824688499236,0.03578903306822934,0.010146483403585095,9.816758268580999e-06,1.0469977328863358,1.109641255605381
