date,prediction,position,asset_return,strategy_return,cost,equity,buy_hold_equity
2025-01-22,-0.030486143315038034,0.0,0.004862385321100948,0.0,0.0,1.0,1.004862385321101
2025-01-23,-0.030486143315038034,-0.007866157428663516,-0.0266984909548591,0.00019821529681567535,1.1799236142995274e-05,1.0001982152968156,0.9780340760157274
2025-01-24,-0.030486143315038034,-0.015574532602630359,-0.018747319897084114,0.0002804181821881271,1.1562562760950264e-05,1.0004786890621769,0.9596985583224116
2025-01-27,-0.030486143315038034,-0.023317638389979512,-0.05749402526459546,0.0013290102320231594,1.161465868102373e-05,1.0018083354768617,0.9045216251638271
2025-01-28,-0.030486143315038034,-0.03011052355566555,-0.009852930522350145,0.000286487568837031,1.0189327748529055e-05,1.0020953411113331,0.8956094364351246
2025-01-29,-0.030486143315038034,-0.0370606549319934,0.042877002999926805,-0.0015994750097628248,1.0425197064491774e-05,1.0004925146558257,0.9340104849279162
2025-01-30,-0.030486143315038034,-0.04365446224119947,0.03415421314810918,-0.0015008745192158198,9.890710963809106e-06,0.9989909009339126,0.965910878112713
2025-01-31,-0.030486143315038034,-0.05013511762659741,0.00314793959212456,-0.0001675433048106848,9.720983078096916e-06,0.9988235266968943,0.9689515072083879
2025-02-03,-0.030486143315038034,-0.05677867903365512,-0.01116581677510109,0.0006240149847114803,9.965342110586559e-06,0.9994468075446356,0.958132372214941
2025-02-04,-0.030486143315038034,-0.06355188303340052,0.00048559957869098724,-4.10205736256563e-05,1.0159805999618105e-05,0.9994058096632817,0.9585976408912187
2025-02-05,-0.030486143315038034,-0.0704965868723876,0.015285544359524783,-0.001087995761591454,1.0417055758480627e-05,0.9983184603782582,0.9732503276539972
2025-02-06,-0.030486143315038034,-0.07755375666973408,-0.004659367888067534,0.00035076572872994255,1.0585754696019704e-05,0.9986686362805175,0.9687155963302749
2025-02-07,-0.030486143315038034,-0.08477911717358065,-0.015464126743603868,0.0013001969724273246,1.0838040755769863e-05,0.9999671022178676,0.9537352555701177
2025-02-10,-0.030486143315038034,-0.09209886355543703,0.022509275800467243,-0.002084058340251718,1.0979619572784573e-05,0.997883112438513,0.9752031454783746
2025-02-11,-0.030486143315038034,-0.09943895591389272,0.011961079453822077,-0.001200407391028865,1.1010138537683532e-05,0.9966852461749589,0.9868676277850587
2025-02-12,-0.030486143315038034,-0.10692492658031634,0.004236500305452973,-0.00046421644011768225,1.1228955999635429e-05,0.9962225684980617,0.9910484927916117
2025-02-13,-0.030486143315038034,-0.1145980277218275,0.027533491146170874,-0.003166793433359849,1.1509651712266748e-05,0.9930677374099771,1.0183355176933155
2025-02-14,-0.030486143315038034,-0.12222066018485318,-0.03274173412785242,0.003990282412008522,1.1433948694538516e-05,0.9970303581364973,0.9849934469200521
2025-02-18,-0.030486143315038034,-0.12956629210578746,-0.009753176768012684,0.00125266450220231,1.1018447881401419e-05,0.9982793026737531,0.9753866317169066
2025-02-19,-0.030486143315038034,-0.1370554378545966,0.0007793394426378608,-0.00011804642717130297,1.1233718623213693e-05,0.9981614593687534,0.9761467889908253
2025-02-20,-0.030486143315038034,-0.14473421106072293,-0.002295918367346883,0.00032077977374858467,1.1518159809189508e-05,0.9984816493758543,0.9739056356487545
2025-02-21,-0.030486143315038034,-0.14473760311024192,-0.007912904224252726,0.0011452897029849691,5.0880742784864545e-09,0.9996252001275038,0.966199213630406
2025-02-24,-0.030486143315038034,-0.14506695931333397,-0.0016955819915628334,0.0002454788894778292,4.94034304638069e-07,0.9998705870115252,0.9645609436435121
2025-02-25,-0.030486143315038034,-0.1455635192762282,-0.007840100005435002,0.0011404877083243535,7.448399443413661e-07,1.0010109271259269,0.9569986893840102
2025-02-26,-0.030486143315038034,-0.14718793902335758,0.022925539927963756,-0.0033767996026153727,2.4366296206940613e-06,0.9976307138249944,0.9789384010484924
2025-02-27,-0.030486143315038034,-0.1486028228197548,-0.06590979074344305,0.009792258630240386,2.1223256945958058e-06,1.00739977179224,0.9144167758846655
2025-02-28,-0.030486143315038034,-0.1488460842081472,0.016310735273040056,-0.0024281539680303054,3.6489208258863593e-07,1.00495365003897,0.9293315858453471
2025-03-03,-0.030486143315038034,-0.14927855620704394,-0.013002764145089496,0.001940385150281333,6.487079983450995e-07,1.0069036471782264,0.9172477064220181
2025-03-04,-0.030486143315038034,-0.1496852730649477,0.011945246192095471,-0.001788637513378693,6.100752868556242e-07,1.0051026615425256,0.9282044560943641
2025-03-05,-0.030486143315038034,-0.15008029224900685,0.04452006438677247,-0.006682176802887504,5.925287760887299e-07,0.9983863878530456,0.9695281782437742
2025-03-06,-0.030486143315038034,-0.14990202748549925,-0.03367353835755316,0.005047464275262686,2.6739714526140267e-07,1.0034257074786423,0.9368807339449539
2025-03-07,-0.030486143315038034,-0.14947104674619965,0.024313133008785126,-0.003634755911611641,6.464711089493869e-07,0.9997784999565212,0.9596592398427257
2025-03-10,-0.030486143315038034,-0.14888401268922058,-0.0670700062822649,0.009984771115309361,8.805510854686117e-07,1.0097610594445945,0.8952948885976405
2025-03-11,-0.030486143315038034,-0.14738367077288822,0.010393640848472385,-0.001534103453817395,2.2505128744985392e-06,1.0082119815157702,0.9046002621231974
