period,available_date,hs_code,series,export_value,export_weight,export_unit_price_weight
2023-07,2023-08-01,8542311000,Logic comparator,2051656143.0,444375.0,4616.947719831223
2023-07,2023-08-01,8542323000,MCP / HBM proxy,1426628646.0,104834.0,13608.453803155466
2023-07,2023-08-01,8542321030,NAND Flash,355074367.0,42873.0,8282.004221771278
2023-08,2023-09-01,8542321010,DRAM,1285823533.0,128943.0,9972.030532871113
2023-08,2023-09-01,8542311000,Logic comparator,2368045013.0,485563.0,4876.905804190187
2023-08,2023-09-01,8542323000,MCP / HBM proxy,1669928603.0,108598.0,15377.157986334923
2023-08,2023-09-01,8542321030,NAND Flash,563207063.0,59198.0,9513.954238318862
2023-09,2023-10-01,8542321010,DRAM,1181502470.0,132541.0,8914.241404546518
2023-09,2023-10-01,8542311000,Logic comparator,2077093655.0,447368.0,4642.91959863021
2023-09,2023-10-01,8542323000,MCP / HBM proxy,2074156047.0,130449.0,15900.1299128395
2023-09,2023-10-01,8542321030,NAND Flash,711058351.0,82318.0,8637.944933064457
2023-10,2023-11-01,8542321010,DRAM,1140724023.0,112381.0,10150.506073090646
2023-10,2023-11-01,8542311000,Logic comparator,2166855861.0,468663.0,4623.483955422126
2023-10,2023-11-01,8542323000,MCP / HBM proxy,1845428103.0,97475.0,18932.322164657606
2023-10,2023-11-01,8542321030,NAND Flash,563432529.0,54652.0,10309.458555954036
2023-11,2023-12-01,8542321010,DRAM,1341588637.0,129216.0,10382.52721799158
2023-11,2023-12-01,8542311000,Logic comparator,2141175789.0,462058.0,4633.997872561454
2023-11,2023-12-01,8542323000,MCP / HBM proxy,2015128839.0,106522.0,18917.489711045604
2023-11,2023-12-01,8542321030,NAND Flash,576927692.0,52482.0,10992.867878510728
2023-12,2024-01-01,8542321010,DRAM,1452659619.0,159940.0,9082.528566962612
2023-12,2024-01-01,8542311000,Logic comparator,1983441562.0,433343.0,4577.070731499067
2023-12,2024-01-01,8542323000,MCP / HBM proxy,2523530235.0,118896.0,21224.685733750506
2023-12,2024-01-01,8542321030,NAND Flash,623483753.0,68567.0,9093.058657954993
2024-01,2024-02-01,8542321010,DRAM,1407209178.0,128871.0,10919.517796866634
2024-01,2024-02-01,8542311000,Logic comparator,2073342183.0,435793.0,4757.630762770398
2024-01,2024-02-01,8542323000,MCP / HBM proxy,1960348887.0,69303.0,28286.638197480628
2024-01,2024-02-01,8542321030,NAND Flash,857558588.0,63396.0,13527.01413338381
2024-02,2024-03-01,8542321010,DRAM,1491461901.0,116134.0,12842.594769834846
2024-02,2024-03-01,8542311000,Logic comparator,1954209355.0,410873.0,4756.23697590253
2024-02,2024-03-01,8542323000,MCP / HBM proxy,2308240418.0,81351.0,28373.841968752688
2024-02,2024-03-01,8542321030,NAND Flash,889118556.0,56074.0,15856.164282911866
2024-03,2024-04-01,8542321010,DRAM,1628992789.0,112855.0,14434.387390899827
2024-03,2024-04-01,8542311000,Logic comparator,2208161924.0,442668.0,4988.302574389836
2024-03,2024-04-01,8542323000,MCP / HBM proxy,2729807054.0,86413.0,31590.235890433152
2024-03,2024-04-01,8542321030,NAND Flash,816995296.0,54996.0,14855.540330205833
2024-04,2024-05-01,8542321010,DRAM,1594783559.0,106336.0,14997.588389632861
2024-04,2024-05-01,8542311000,Logic comparator,2087793153.0,441504.0,4728.820470482714
2024-04,2024-05-01,8542323000,MCP / HBM proxy,2158812516.0,83460.0,25866.43321351546
2024-04,2024-05-01,8542321030,NAND Flash,615382745.0,42592.0,14448.317641810669
2024-05,2024-06-01,8542321010,DRAM,1767125202.0,114315.0,15458.384306521453
2024-05,2024-06-01,8542311000,Logic comparator,2452293918.0,459991.0,5331.1780404399215
2024-05,2024-06-01,8542323000,MCP / HBM proxy,2698676682.0,81324.0,33184.259037922384
2024-05,2024-06-01,8542321030,NAND Flash,685634245.0,41898.0,16364.366914888538
2024-06,2024-07-01,8542321010,DRAM,1899278376.0,116958.0,16238.977889498794
2024-06,2024-07-01,8542311000,Logic comparator,2121215645.0,441295.0,4806.797369106834
2024-06,2024-07-01,8542323000,MCP / HBM proxy,3742313361.0,134510.0,27821.82262285332
2024-06,2024-07-01,8542321030,NAND Flash,677867380.0,45475.0,14906.374491478835
2024-07,2024-08-01,8542321010,DRAM,1986235775.0,105435.0,18838.486034049416
2024-07,2024-08-01,8542311000,Logic comparator,2284903955.0,471861.0,4842.324233195793
2024-07,2024-08-01,8542323000,MCP / HBM proxy,2979864837.0,89745.0,33203.68641149925
2024-07,2024-08-01,8542321030,NAND Flash,536146405.0,38350.0,13980.349543676663
2024-08,2024-09-01,8542321010,DRAM,1839895463.0,97961.0,18781.917936729922
2024-08,2024-09-01,8542311000,Logic comparator,2299295237.0,439313.0,5233.84292520367
2024-08,2024-09-01,8542323000,MCP / HBM proxy,3347263827.0,103468.0,32350.715457919356
2024-08,2024-09-01,8542321030,NAND Flash,388012152.0,30319.0,12797.656650944951
2024-09,2024-10-01,8542321010,DRAM,1888282735.0,121385.0,15556.145611072208
2024-09,2024-10-01,8542311000,Logic comparator,2093786035.0,441666.0,4740.654782120426
2024-09,2024-10-01,8542323000,MCP / HBM proxy,3802575693.0,108231.0,35133.88671452726
2024-09,2024-10-01,8542321030,NAND Flash,626839396.0,40645.0,15422.300307540903
2024-10,2024-11-01,8542321010,DRAM,1912033811.0,95560.0,20008.72552323148
2024-10,2024-11-01,8542311000,Logic comparator,2444816026.0,435928.0,5608.302348094181
2024-10,2024-11-01,8542323000,MCP / HBM proxy,3482828191.0,66118.0,52675.94589975498
2024-10,2024-11-01,8542321030,NAND Flash,440424775.0,32599.0,13510.376852050676
2024-11,2024-12-01,8542321010,DRAM,1825067835.0,106942.0,17065.959445306802
2024-11,2024-12-01,8542311000,Logic comparator,2236980720.0,408694.0,5473.48559068643
2024-11,2024-12-01,8542323000,MCP / HBM proxy,3587681336.0,83333.0,43052.34824139297
2024-11,2024-12-01,8542321030,NAND Flash,478932127.0,45868.0,10441.530631376994
2024-12,2025-01-01,8542321010,DRAM,2096464352.0,135570.0,15464.072818470164
2024-12,2025-01-01,8542311000,Logic comparator,2033870604.0,420243.0,4839.748916698196
2024-12,2025-01-01,8542323000,MCP / HBM proxy,4331121742.0,88487.0,48946.41859256162
2024-12,2025-01-01,8542321030,NAND Flash,612998107.0,42186.0,14530.842151424644
2025-01,2025-02-01,8542321010,DRAM,1836333612.0,125008.0,14689.728753359785
2025-01,2025-02-01,8542311000,Logic comparator,1916199148.0,427618.0,4481.100299800289
2025-01,2025-02-01,8542323000,MCP / HBM proxy,2236388115.0,57610.0,38819.44306544003
2025-01,2025-02-01,8542321030,NAND Flash,307270877.0,28242.0,10879.926244600241
2025-02,2025-03-01,8542321010,DRAM,1681458212.0,125509.0,13397.11265327586
2025-02,2025-03-01,8542311000,Logic comparator,1939893956.0,427511.0,4537.646881600707
2025-02,2025-03-01,8542323000,MCP / HBM proxy,2286774946.0,61125.0,37411.4510593047
2025-02,2025-03-01,8542321030,NAND Flash,294102633.0,46779.0,6287.065413967806
2025-03,2025-04-01,8542321010,DRAM,2106604276.0,148325.0,14202.624480026967
2025-03,2025-04-01,8542311000,Logic comparator,2029606864.0,460133.0,4410.913505442992
2025-03,2025-04-01,8542323000,MCP / HBM proxy,3664579949.0,95718.0,38285.17049039888
2025-03,2025-04-01,8542321030,NAND Flash,526650290.0,65525.0,8037.3947348340325
2025-04,2025-05-01,8542321010,DRAM,2103328275.0,134012.0,15695.074135152076
2025-04,2025-05-01,8542311000,Logic comparator,2318851176.0,475585.0,4875.787032812221
2025-04,2025-05-01,8542323000,MCP / HBM proxy,2845754081.0,93216.0,30528.60110925163
2025-04,2025-05-01,8542321030,NAND Flash,430255719.0,33012.0,13033.312704471102
2025-05,2025-06-01,8542321010,DRAM,2244898642.0,160112.0,14020.801951134206
2025-05,2025-06-01,8542311000,Logic comparator,2434188995.0,462283.0,5265.581894640296
2025-05,2025-06-01,8542323000,MCP / HBM proxy,4006723549.0,112226.0,35702.2753105341
2025-05,2025-06-01,8542321030,NAND Flash,561258878.0,42167.0,13310.382004885338
2025-06,2025-07-01,8542321010,DRAM,2291729325.0,188467.0,12159.844031050528
2025-06,2025-07-01,8542311000,Logic comparator,2150592484.0,445992.0,4822.042736192578
2025-06,2025-07-01,8542323000,MCP / HBM proxy,4687620058.0,106922.0,43841.49247114719
2025-06,2025-07-01,8542321030,NAND Flash,620739271.0,55076.0,11270.594651027672
2025-07,2025-08-01,8542321010,DRAM,2387705705.0,160312.0,14894.117127850692
2025-07,2025-08-01,8542311000,Logic comparator,2918544666.0,492770.0,5922.732037258762
2025-07,2025-08-01,8542323000,MCP / HBM proxy,4194558010.0,99662.0,42087.8369890229
2025-07,2025-08-01,8542321030,NAND Flash,461593203.0,38721.0,11921.004183776246
2025-08,2025-09-01,8542321010,DRAM,2615929305.0,147994.0,17675.914597889103
2025-08,2025-09-01,8542311000,Logic comparator,2274224773.0,469919.0,4839.610173242622
2025-08,2025-09-01,8542323000,MCP / HBM proxy,4603682383.0,104348.0,44118.54930616782
2025-08,2025-09-01,8542321030,NAND Flash,645465853.0,43917.0,14697.40312407496
2025-09,2025-10-01,8542321010,DRAM,2654060655.0,159930.0,16595.13946726693
2025-09,2025-10-01,8542311000,Logic comparator,2239434620.0,489856.0,4571.618230663706
2025-09,2025-10-01,8542323000,MCP / HBM proxy,5233972132.0,126526.0,41366.77150941308
2025-09,2025-10-01,8542321030,NAND Flash,706729598.0,54374.0,12997.564975907602
2025-10,2025-11-01,8542321010,DRAM,2855276459.0,137893.0,20706.464135235292
2025-10,2025-11-01,8542311000,Logic comparator,2521766438.0,473668.0,5323.911342965959
2025-10,2025-11-01,8542323000,MCP / HBM proxy,4718248739.0,106390.0,44348.611138264874
2025-10,2025-11-01,8542321030,NAND Flash,672927526.0,37913.0,17749.25555877931
2025-11,2025-12-01,8542321010,DRAM,3604209656.0,148522.0,24267.176956949137
2025-11,2025-12-01,8542311000,Logic comparator,2114562062.0,455845.0,4638.774280731389
2025-11,2025-12-01,8542323000,MCP / HBM proxy,4675185540.0,92773.0,50393.81651989264
2025-11,2025-12-01,8542321030,NAND Flash,1101251822.0,40810.0,26984.852291105122
2025-12,2026-01-01,8542321010,DRAM,4156349480.0,175192.0,23724.539248367506
2025-12,2026-01-01,8542311000,Logic comparator,2049871593.0,499526.0,4103.6334304921065
2025-12,2026-01-01,8542323000,MCP / HBM proxy,6161489897.0,104666.0,58868.1128255594
2025-12,2026-01-01,8542321030,NAND Flash,1275594726.0,44990.0,28352.850100022228
2026-01,2026-02-01,8542321010,DRAM,5059378865.0,142420.0,35524.35658615363
2026-01,2026-02-01,8542311000,Logic comparator,2408512319.0,519207.0,4638.828673342232
2026-01,2026-02-01,8542323000,MCP / HBM proxy,4883414037.0,87596.0,55749.28121147084
2026-01,2026-02-01,8542321030,NAND Flash,1434956451.0,43577.0,32929.21612318425
2026-02,2026-03-01,8542321010,DRAM,6490777059.0,134749.0,48169.389450014474
2026-02,2026-03-01,8542311000,Logic comparator,2036464559.0,452575.0,4499.728352206816
2026-02,2026-03-01,8542323000,MCP / HBM proxy,6748826215.0,92874.0,72666.47517066133
2026-02,2026-03-01,8542321030,NAND Flash,1406223535.0,37497.0,37502.29445022268
2026-03,2026-04-01,8542321010,DRAM,8012443877.0,145289.0,55148.31733303967
2026-03,2026-04-01,8542311000,Logic comparator,2296092417.0,508975.0,4511.208638931185
2026-03,2026-04-01,8542323000,MCP / HBM proxy,8577241499.0,134548.0,63748.561844100244
2026-03,2026-04-01,8542321030,NAND Flash,2544596946.0,55480.0,45865.12159336698
2026-04,2026-05-01,8542321010,DRAM,9248046034.0,139113.0,66478.6614766413
2026-04,2026-05-01,8542311000,Logic comparator,2332636863.0,504233.0,4626.109086473912
2026-04,2026-05-01,8542323000,MCP / HBM proxy,8157215096.0,112173.0,72719.951289526
2026-04,2026-05-01,8542321030,NAND Flash,1673744099.0,36438.0,45934.027635984414
2026-05,2026-06-01,8542321010,DRAM,11428371245.0,147350.0,77559.35693926027
2026-05,2026-06-01,8542311000,Logic comparator,2355768203.0,506089.0,4654.849646998848
2026-05,2026-06-01,8542323000,MCP / HBM proxy,9621557514.0,114827.0,83791.76947930365
2026-05,2026-06-01,8542321030,NAND Flash,1721738700.0,30337.0,56753.75613936777
2026-06,2026-07-01,8542321010,DRAM,11175623231.0,149633.0,74686.88879458408
2026-06,2026-07-01,8542311000,Logic comparator,2286791909.0,544551.0,4199.408152771733
2026-06,2026-07-01,8542323000,MCP / HBM proxy,12682181416.0,134717.0,94139.42869867945
2026-06,2026-07-01,8542321030,NAND Flash,2486161310.0,40030.0,62107.452160879344
2026-07,2026-08-01,8542321010,DRAM,13551552131.0,155818.0,86970.38937093275
2026-07,2026-08-01,8542311000,Logic comparator,2419736388.0,546761.0,4425.583368235847
2026-07,2026-08-01,8542323000,MCP / HBM proxy,10085845139.0,105714.0,95406.90106324611
2026-07,2026-08-01,8542321030,NAND Flash,1780647499.0,28836.0,61750.849597725064
